match_id,map_name,team_a,team_b,team_a_win,best_of,event_stage,match_date,acs_diff,kills_diff,deaths_diff,assists_diff
167367,Icebox,100 Thieves,EDward Gaming,1,Bo3,Bracket Stage: Omega - Round of 16,2023-02-23,-12.800000000000011,-4.0,4.0,13.0
167367,Lotus,100 Thieves,EDward Gaming,0,Bo3,Bracket Stage: Omega - Round of 16,2023-02-23,-23.19999999999999,-10.0,10.0,4.0
167367,Pearl,100 Thieves,EDward Gaming,1,Bo3,Bracket Stage: Omega - Round of 16,2023-02-23,31.0,15.0,-15.0,8.0
167368,Haven,Sentinels,FNATIC,0,Bo3,Bracket Stage: Omega - Round of 16,2023-02-24,-71.19999999999999,-26.0,26.0,-7.0
167368,Split,Sentinels,FNATIC,0,Bo3,Bracket Stage: Omega - Round of 16,2023-02-24,-37.19999999999999,-15.0,15.0,-2.0
167369,Pearl,T1,FURIA,0,Bo3,Bracket Stage: Omega - Round of 16,2023-02-24,-45.400000000000006,-20.0,20.0,-7.0
167370,Icebox,Team Secret,Natus Vincere,0,Bo3,Bracket Stage: Omega - Quarterfinals,2023-02-25,-67.80000000000001,-28.0,28.0,-8.0
167370,Pearl,Team Secret,Natus Vincere,0,Bo3,Bracket Stage: Omega - Quarterfinals,2023-02-25,-98.4,-37.0,37.0,-11.0
167371,Haven,LEVIATÁN,Team Vitality,1,Bo3,Bracket Stage: Omega - Quarterfinals,2023-02-25,-10.400000000000006,-3.0,4.0,3.0
167371,Pearl,LEVIATÁN,Team Vitality,1,Bo3,Bracket Stage: Omega - Quarterfinals,2023-02-25,68.19999999999999,28.0,-28.0,10.0
167372,Lotus,FUT Esports,100 Thieves,1,Bo3,Bracket Stage: Omega - Quarterfinals,2023-02-26,7.399999999999977,5.0,-5.0,-9.0
167372,Haven,FUT Esports,100 Thieves,0,Bo3,Bracket Stage: Omega - Quarterfinals,2023-02-26,-9.800000000000011,-5.0,5.0,-18.0
167372,Icebox,FUT Esports,100 Thieves,0,Bo3,Bracket Stage: Omega - Quarterfinals,2023-02-26,-33.19999999999999,-17.0,17.0,-13.0
167373,Haven,FNATIC,FURIA,1,Bo3,Bracket Stage: Omega - Quarterfinals,2023-02-26,4.0,-1.0,1.0,20.0
167373,Ascent,FNATIC,FURIA,1,Bo3,Bracket Stage: Omega - Quarterfinals,2023-02-26,46.599999999999994,15.0,-15.0,14.0
167374,Ascent,Natus Vincere,LEVIATÁN,1,Bo3,Bracket Stage: Omega - Semifinals,2023-02-27,24.80000000000001,13.0,-13.0,8.0
167374,Fracture,Natus Vincere,LEVIATÁN,1,Bo3,Bracket Stage: Omega - Semifinals,2023-02-27,73.79999999999998,26.0,-26.0,14.0
167375,Fracture,100 Thieves,FNATIC,0,Bo3,Bracket Stage: Omega - Semifinals,2023-02-27,-110.6,-35.0,36.0,-18.0
167375,Icebox,100 Thieves,FNATIC,0,Bo3,Bracket Stage: Omega - Semifinals,2023-02-27,-37.39999999999998,-15.0,15.0,-23.0
167391,Pearl,LOUD,DRX,1,Bo5,Playoffs: Semifinals,2023-03-02,50.0,21.0,-20.0,5.0
167391,Icebox,LOUD,DRX,1,Bo5,Playoffs: Semifinals,2023-03-02,37.60000000000002,19.0,-19.0,6.0
167391,Split,LOUD,DRX,0,Bo5,Playoffs: Semifinals,2023-03-02,-25.0,-11.0,11.0,3.0
167391,Fracture,LOUD,DRX,0,Bo5,Playoffs: Semifinals,2023-03-02,-28.19999999999999,-16.0,16.0,-7.0
167391,Ascent,LOUD,DRX,1,Bo5,Playoffs: Semifinals,2023-03-02,14.800000000000011,10.0,-10.0,10.0
167392,Haven,Natus Vincere,FNATIC,0,Bo5,Playoffs: Semifinals,2023-03-03,-24.0,-10.0,10.0,11.0
167392,Lotus,Natus Vincere,FNATIC,0,Bo5,Playoffs: Semifinals,2023-03-03,-64.4,-25.0,25.0,-9.0
167392,Fracture,Natus Vincere,FNATIC,0,Bo5,Playoffs: Semifinals,2023-03-03,-18.599999999999994,-10.0,10.0,-14.0
167393,Ascent,LOUD,FNATIC,0,Bo5,Playoffs: Grand Final,2023-03-04,-34.400000000000006,-10.0,10.0,-16.0
167393,Fracture,LOUD,FNATIC,0,Bo5,Playoffs: Grand Final,2023-03-04,-44.60000000000002,-21.0,21.0,0.0
167393,Split,LOUD,FNATIC,1,Bo5,Playoffs: Grand Final,2023-03-04,2.5999999999999943,5.0,-5.0,8.0
167393,Lotus,LOUD,FNATIC,1,Bo5,Playoffs: Grand Final,2023-03-04,1.799999999999983,4.0,-4.0,-3.0
167393,Icebox,LOUD,FNATIC,0,Bo5,Playoffs: Grand Final,2023-03-04,-5.0,1.0,-1.0,17.0
173214,Icebox,FNATIC,Giants Gaming,1,Bo3,Regular Season: Week 1,2023-03-27,56.0,24.0,-24.0,25.0
173214,Split,FNATIC,Giants Gaming,1,Bo3,Regular Season: Week 1,2023-03-27,15.800000000000011,13.0,-13.0,12.0
